0x1e [(28, 4, 4), (14, 12, 12), (18, 16, 16), (22, 20, 20)]
0x1f [(10, 0, 0), (16, 2, 4), (26, 4, 6), (8, 0, 18)]
0x20 [(14, 4, 24), (16, 8, 30), (3, 3, 2), (6, 6, 5)]
0x21 [(9, 9, 8), (0, 12, 6), (0, 18, 10), (0, 24, 14)]
0x22 [(12, 2, 20), (20, 6, 30), (24, 12, 31), (2, 2, 14)]
0x23 [(6, 6, 24), (10, 10, 30), (4, 4, 4), (5, 5, 5)]
0x24 [(8, 8, 8), (0, 0, 14), (4, 8, 22), (8, 12, 26)]
0x25 [(0, 14, 0), (0, 22, 0), (0, 30, 0), (18, 0, 0)]
0x26 [(24, 4, 0), (30, 8, 2), (14, 16, 0), (24, 24, 0)]
0x27 [(30, 30, 0), (0, 0, 10), (0, 0, 12), (0, 0, 14)]
0x28 [(18, 12, 0), (24, 20, 4), (30, 28, 10), (16, 2, 0)]
0x29 [(22, 4, 0), (28, 10, 0), (0, 14, 0), (0, 24, 0)]
0x2a [(0, 30, 0), (16, 16, 16), (24, 24, 24), (28, 28, 28)]
0x2b [(8, 4, 14), (12, 6, 24), (16, 10, 30), (14, 2, 0)]
0x2c [(24, 6, 0), (30, 12, 0), (18, 6, 0), (24, 10, 0)]
0x2d [(30, 16, 6), (18, 4, 0), (24, 10, 0), (30, 14, 0)]
0x2e [(16, 12, 4), (20, 16, 8), (24, 22, 12), (18, 14, 2)]
0x2f [(24, 20, 6), (30, 26, 12), (14, 0, 0), (22, 2, 2)]
0x30 [(28, 6, 6), (11, 2, 5), (16, 0, 3), (22, 4, 3)]
0x31 [(16, 6, 2), (22, 12, 4), (28, 24, 8), (16, 2, 0)]
0x32 [(22, 6, 0), (28, 12, 0), (8, 0, 0), (16, 0, 0)]
0x33 [(24, 0, 0), (0, 12, 0), (0, 20, 0), (0, 28, 2)]
0x34 [(0, 0, 16), (4, 4, 22), (8, 8, 28), (8, 4, 16)]
0x35 [(14, 8, 22), (18, 12, 28), (14, 18, 0), (20, 24, 0)]
0x36 [(26, 30, 0), (16, 12, 2), (24, 20, 4), (30, 26, 10)]
0x37 [(12, 9, 0), (20, 16, 6), (26, 24, 12), (18, 4, 0)]
0x38 [(24, 8, 4), (30, 12, 8), (14, 0, 2), (20, 0, 4)]
0x39 [(28, 0, 6), (14, 0, 2), (20, 4, 6), (28, 8, 10)]
0x3a [(0, 14, 0), (0, 20, 4), (0, 26, 10), (8, 4, 14)]
0x3b [(12, 8, 20), (18, 14, 26), (14, 0, 0), (20, 2, 6)]
0x3c [(28, 6, 8), (18, 14, 0), (24, 20, 4), (30, 26, 10)]
0x3d [(18, 14, 0), (24, 20, 0), (30, 26, 0), (16, 12, 2)]
0x3e [(22, 18, 4), (30, 26, 8), (2, 3, 2), (5, 5, 5)]
0x3f [(8, 8, 8), (14, 12, 18), (20, 18, 24), (26, 24, 30)]
0x40 [(14, 0, 14), (24, 4, 24), (30, 10, 30), (18, 8, 2)]
0x41 [(24, 14, 4), (30, 20, 8), (16, 12, 0), (24, 20, 0)]
0x42 [(30, 26, 0), (10, 0, 0), (16, 0, 0), (24, 2, 2)]
0x43 [(14, 14, 14), (22, 22, 22), (28, 28, 28), (2, 2, 8)]
0x44 [(4, 4, 16), (8, 8, 22), (16, 12, 2), (22, 18, 4)]
0x45 [(28, 24, 8), (0, 10, 6), (0, 16, 9), (0, 24, 11)]
0x46 [(16, 0, 0), (22, 6, 0), (28, 12, 0), (2, 2, 2)]
0x47 [(6, 6, 6), (10, 10, 10), (0, 0, 14), (4, 4, 22)]
0x48 [(8, 8, 30), (14, 10, 2), (18, 15, 6), (24, 22, 12)]
0x49 [(14, 10, 2), (18, 14, 6), (24, 22, 12), (2, 4, 6)]
0x4a [(6, 8, 10), (10, 12, 14), (0, 12, 0), (2, 18, 4)]
0x4b [(6, 26, 8), (18, 14, 2), (24, 20, 6), (30, 26, 10)]
0x4c [(2, 2, 2), (6, 6, 6), (8, 8, 8), (14, 10, 2)]
0x4d [(20, 16, 6), (26, 22, 10), (14, 14, 4), (24, 24, 8)]
0x4e [(30, 30, 16), (4, 3, 5), (5, 5, 5), (8, 8, 8)]
0x4f [(10, 0, 0), (16, 0, 0), (24, 4, 4), (6, 2, 2)]
0x50 [(9, 5, 5), (12, 8, 8), (14, 14, 14), (24, 24, 24)]
0x51 [(30, 30, 30), (14, 14, 16), (20, 20, 22), (26, 26, 28)]
0x52 [(8, 8, 8), (12, 12, 12), (16, 16, 16), (10, 0, 0)]
0x53 [(16, 0, 0), (24, 0, 0), (18, 12, 0), (24, 18, 4)]
0x54 [(30, 24, 10), (18, 12, 0), (24, 18, 4), (30, 24, 8)]
0x55 [(4, 8, 18), (10, 14, 24), (16, 20, 31), (8, 0, 20)]
0x56 [(14, 3, 26), (18, 6, 30), (18, 14, 2), (24, 20, 4)]
0x57 [(30, 26, 6), (16, 6, 4), (24, 10, 8), (30, 14, 12)]
0x58 [(2, 4, 16), (4, 8, 22), (6, 12, 28), (14, 10, 2)]
0x59 [(20, 16, 6), (24, 22, 12), (18, 0, 2), (24, 4, 10)]
0x5a [(30, 10, 16), (14, 10, 2), (21, 16, 8), (24, 22, 12)]
0x5b [(14, 0, 14), (22, 0, 24), (30, 6, 30), (8, 0, 0)]
0x5c [(16, 2, 4), (26, 4, 6), (10, 0, 0), (16, 0, 2)]
0x5d [(24, 0, 4), (12, 12, 16), (18, 18, 22), (24, 24, 28)]
0x5e [(8, 10, 16), (14, 16, 22), (18, 20, 26), (0, 0, 14)]
0x5f [(4, 6, 24), (8, 10, 30), (20, 16, 2), (24, 21, 0)]
0x60 [(30, 30, 6), (2, 14, 18), (8, 20, 24), (14, 26, 30)]
0x61 [(0, 6, 16), (2, 12, 22), (8, 18, 28), (14, 10, 4)]
0x62 [(20, 16, 6), (24, 22, 12), (2, 0, 18), (8, 4, 24)]
0x63 [(14, 10, 30), (0, 12, 0), (0, 18, 0), (0, 28, 0)]
0x64 [(4, 2, 13), (8, 6, 18), (14, 12, 24), (8, 14, 18)]
0x65 [(14, 20, 24), (20, 26, 30), (2, 2, 2), (4, 4, 4)]
0x66 [(6, 6, 6), (14, 2, 2), (22, 6, 6), (26, 10, 10)]
0x67 [(12, 0, 0), (18, 0, 0), (26, 0, 0), (8, 0, 4)]
0x68 [(16, 0, 8), (22, 0, 12), (8, 0, 5), (16, 0, 8)]
0x69 [(22, 0, 12), (8, 12, 0), (16, 22, 0), (22, 31, 0)]
0x6a [(8, 5, 14), (12, 4, 24), (16, 6, 30), (6, 10, 8)]
0x6b [(8, 14, 12), (14, 20, 18), (8, 8, 10), (12, 12, 14)]
0x6c [(16, 16, 18), (8, 12, 14), (12, 16, 18), (18, 22, 24)]
0x6d [(8, 0, 0), (12, 0, 0), (16, 0, 0), (16, 12, 0)]
0x6e [(22, 18, 4), (30, 26, 8), (10, 0, 0), (16, 3, 0)]
0x6f [(26, 6, 0), (16, 2, 0), (22, 6, 0), (26, 10, 0)]
0x70 [(10, 0, 0), (16, 0, 0), (22, 0, 0), (8, 0, 0)]
0x71 [(14, 0, 0), (22, 0, 0), (2, 2, 2), (4, 5, 5)]
0x72 [(8, 8, 8), (0, 0, 12), (4, 4, 20), (8, 8, 26)]
0x73 [(0, 0, 14), (2, 4, 24), (4, 8, 30), (6, 2, 18)]
0x74 [(10, 6, 24), (16, 10, 30), (12, 2, 8), (20, 6, 15)]
0x75 [(27, 10, 22), (14, 14, 14), (18, 18, 18), (24, 24, 24)]
0x76 [(2, 2, 4), (6, 6, 8), (10, 10, 12), (10, 10, 12)]
0x77 [(18, 18, 20), (24, 24, 26), (6, 0, 18), (12, 6, 24)]
0x78 [(18, 12, 30), (12, 0, 2), (20, 2, 4), (28, 4, 6)]
0x79 [(14, 10, 4), (18, 14, 8), (24, 20, 12), (12, 12, 15)]
0x7a [(16, 16, 18), (22, 22, 24), (16, 6, 16), (22, 10, 22)]
0x7b [(26, 14, 26), (2, 6, 16), (6, 10, 20), (10, 14, 24)]
0x7c [(8, 14, 4), (14, 20, 6), (20, 26, 12), (16, 8, 12)]
0x7d [(22, 12, 16), (28, 16, 20), (4, 4, 6), (8, 8, 10)]
0x7e [(12, 12, 14), (14, 14, 0), (24, 24, 0), (30, 30, 0)]
0x7f [(6, 6, 6), (10, 10, 10), (14, 14, 14), (12, 12, 12)]
0x80 [(18, 18, 18), (24, 24, 24), (14, 0, 0), (20, 2, 2)]
0x81 [(26, 4, 4), (6, 16, 2), (12, 22, 4), (18, 30, 8)]
0x82 [(10, 16, 0), (18, 22, 0), (26, 30, 0), (2, 8, 18)]
0x83 [(8, 14, 24), (14, 20, 30), (6, 8, 8), (10, 12, 12)]
0x84 [(16, 18, 18), (0, 2, 16), (2, 4, 24), (6, 8, 30)]
0x85 [(0, 0, 6), (0, 0, 10), (0, 4, 14), (12, 2, 0)]
0x86 [(18, 4, 0), (26, 6, 0), (18, 4, 0), (24, 10, 0)]
0x87 [(30, 16, 0), (0, 4, 16), (4, 8, 22), (8, 12, 30)]
0x88 [(8, 8, 8), (0, 16, 9), (0, 24, 11), (10, 8, 10)]
0x89 [(14, 12, 14), (18, 16, 18), (2, 6, 16), (6, 10, 22)]
0x8a [(12, 16, 28), (12, 4, 0), (20, 8, 0), (28, 12, 0)]
0x8b [(8, 2, 16), (14, 6, 22), (18, 10, 26), (8, 0, 0)]
0x8c [(16, 0, 0), (22, 0, 0), (12, 0, 2), (18, 0, 4)]
0x8d [(28, 0, 8), (12, 0, 0), (18, 0, 0), (26, 2, 2)]
0x8e [(12, 0, 2), (18, 2, 6), (24, 6, 10), (12, 12, 14)]
0x8f [(16, 16, 18), (20, 20, 22), (16, 10, 0), (22, 14, 2)]
0x90 [(28, 20, 4), (2, 2, 2), (5, 5, 5), (7, 8, 8)]
0x91 [(2, 2, 2), (5, 5, 5), (8, 8, 8), (16, 16, 16)]
0x92 [(22, 22, 22), (28, 28, 28), (2, 2, 14), (6, 6, 24)]
0x93 [(10, 10, 30), (12, 0, 2), (22, 2, 6), (30, 6, 10)]
0x94 [(8, 8, 12), (12, 12, 16), (16, 16, 20), (8, 0, 0)]
0x95 [(16, 0, 0), (24, 2, 4), (6, 10, 18), (12, 16, 24)]
0x96 [(18, 22, 30), (1, 1, 2), (4, 4, 5), (6, 6, 7)]
0x97 [(4, 4, 4), (5, 5, 5), (8, 8, 8), (6, 0, 18)]
0x98 [(12, 0, 24), (18, 4, 30), (14, 0, 2), (20, 4, 6)]
0x99 [(28, 8, 10), (8, 4, 14), (12, 6, 24), (16, 10, 30)]
0x9a [(8, 4, 14), (12, 6, 24), (25, 10, 21), (0, 8, 14)]
0x9b [(0, 12, 24), (6, 16, 30), (18, 6, 0), (24, 10, 0)]
0x9c [(30, 16, 6), (0, 2, 2), (5, 5, 5), (8, 8, 8)]
0x9d [(0, 2, 18), (2, 6, 24), (6, 10, 30), (0, 4, 18)]
0x9e [(5, 5, 25), (0, 13, 31), (8, 6, 18), (12, 10, 22)]
0x9f [(16, 14, 28), (0, 0, 14), (2, 2, 24), (8, 8, 30)]
0xa0 [(11, 2, 5), (16, 0, 3), (22, 4, 3), (16, 2, 0)]
0xa1 [(22, 6, 0), (28, 12, 0), (12, 0, 0), (18, 0, 0)]
0xa2 [(26, 0, 2), (2, 6, 18), (6, 10, 24), (10, 14, 30)]
0xa3 [(16, 4, 2), (25, 7, 2), (30, 16, 0), (12, 0, 0)]
0xa4 [(18, 0, 4), (26, 4, 10), (0, 0, 18), (0, 4, 24)]
0xa5 [(6, 10, 30), (0, 16, 16), (0, 23, 23), (0, 31, 31)]
0xa6 [(4, 0, 10), (8, 4, 16), (12, 8, 22), (12, 9, 0)]
0xa7 [(20, 16, 6), (26, 24, 12), (14, 0, 0), (20, 2, 6)]
0xa8 [(28, 6, 8), (7, 0, 18), (10, 4, 24), (14, 8, 30)]
0xa9 [(0, 0, 18), (6, 4, 24), (10, 8, 30), (8, 0, 0)]
0xaa [(16, 0, 0), (22, 0, 0), (8, 0, 0), (16, 0, 0)]
0xab [(24, 0, 0), (0, 4, 18), (6, 10, 24), (12, 16, 30)]
0xac [(8, 0, 0), (14, 0, 0), (22, 0, 0), (8, 0, 18)]
0xad [(14, 0, 25), (20, 0, 31), (0, 10, 6), (0, 16, 9)]
0xae [(0, 24, 11), (0, 11, 9), (0, 14, 12), (0, 20, 18)]
0xaf [(18, 14, 0), (24, 20, 0), (30, 26, 0), (0, 0, 14)]
0xb0 [(2, 2, 22), (6, 6, 30), (2, 0, 18), (8, 6, 24)]
0xb1 [(12, 10, 30), (8, 0, 1), (16, 0, 0), (24, 2, 2)]
0xb2 [(14, 0, 0), (20, 0, 8), (28, 4, 12), (18, 4, 2)]
0xb3 [(24, 8, 4), (30, 12, 6), (0, 0, 14), (0, 0, 24)]
0xb4 [(0, 0, 30), (18, 4, 14), (24, 8, 20), (30, 12, 26)]
0xb5 [(6, 2, 18), (12, 6, 24), (18, 10, 30), (14, 14, 0)]
0xb6 [(24, 24, 0), (30, 30, 0), (8, 0, 0), (14, 0, 0)]
0xb7 [(24, 2, 2), (8, 0, 0), (16, 0, 0), (24, 2, 2)]
0xb8 [(18, 0, 0), (24, 6, 0), (30, 10, 0), (16, 12, 2)]
0xb9 [(24, 20, 4), (30, 26, 8), (10, 0, 0), (16, 0, 0)]
0xba [(24, 2, 2), (0, 0, 14), (4, 4, 24), (8, 8, 30)]
0xbb [(12, 0, 0), (16, 0, 0), (24, 2, 2), (0, 0, 10)]
0xbc [(0, 0, 18), (6, 6, 24), (0, 5, 15), (0, 9, 24)]
0xbd [(0, 15, 28), (8, 0, 0), (17, 0, 0), (24, 2, 2)]
0xbe [(2, 8, 18), (6, 14, 24), (10, 20, 30), (0, 14, 0)]
0xbf [(0, 20, 0), (0, 28, 0), (10, 0, 0), (18, 0, 0)]
0xc0 [(26, 4, 4), (0, 2, 17), (2, 4, 22), (6, 8, 30)]
0xc1 [(0, 11, 2), (0, 16, 6), (0, 22, 10), (12, 0, 4)]
0xc2 [(20, 3, 8), (26, 6, 12), (10, 6, 4), (14, 8, 4)]
0xc3 [(20, 12, 8), (16, 12, 2), (22, 18, 4), (28, 24, 8)]
0xc4 [(0, 0, 10), (0, 3, 16), (6, 8, 22), (2, 2, 2)]
0xc5 [(4, 4, 4), (6, 6, 6), (12, 6, 4), (19, 11, 9)]
0xc6 [(28, 18, 12), (6, 2, 16), (10, 6, 22), (14, 10, 28)]
0xc7 [(18, 14, 2), (24, 20, 6), (30, 26, 10), (16, 12, 4)]
0xc8 [(22, 18, 10), (28, 24, 14), (12, 6, 4), (19, 11, 9)]
0xc9 [(20, 14, 12), (12, 6, 4), (18, 10, 8), (22, 14, 10)]
0xca [(2, 2, 2), (6, 6, 6), (8, 8, 8), (6, 6, 6)]
0xcb [(10, 10, 10), (14, 14, 14), (8, 0, 20), (12, 6, 24)]
0xcc [(18, 12, 30), (14, 0, 2), (20, 2, 6), (28, 4, 10)]
0xcd [(10, 0, 2), (16, 2, 4), (22, 2, 6), (2, 2, 6)]
0xce [(6, 6, 10), (8, 8, 14), (8, 8, 9), (12, 13, 12)]
0xcf [(15, 17, 16), (8, 10, 10), (12, 14, 14), (18, 20, 20)]
0xd0 [(2, 6, 0), (8, 12, 6), (11, 16, 10), (4, 3, 5)]
0xd1 [(5, 5, 5), (8, 8, 8), (8, 8, 8), (12, 12, 12)]
0xd2 [(18, 18, 18), (5, 3, 2), (8, 6, 4), (15, 11, 7)]
0xd3 [(2, 2, 2), (6, 6, 6), (14, 14, 14), (2, 4, 6)]
0xd4 [(6, 8, 10), (10, 12, 16), (12, 6, 4), (16, 10, 8)]
0xd5 [(22, 14, 10), (6, 2, 0), (10, 6, 4), (14, 10, 8)]
0xd6 [(10, 0, 0), (16, 0, 0), (24, 4, 4), (6, 2, 2)]
0xd7 [(9, 5, 5), (12, 8, 8), (14, 14, 14), (24, 24, 24)]
0xd8 [(30, 30, 30), (18, 8, 0), (24, 14, 4), (30, 20, 8)]
0xd9 [(2, 2, 2), (6, 6, 6), (10, 10, 10), (2, 2, 2)]
0xda [(18, 0, 0), (8, 8, 8), (8, 0, 20), (14, 3, 26)]
0xdb [(18, 6, 30), (0, 11, 2), (0, 15, 5), (0, 22, 10)]
0xdc [(10, 0, 0), (16, 0, 0), (24, 0, 0), (10, 0, 0)]
0xdd [(16, 2, 4), (26, 4, 6), (10, 0, 0), (16, 0, 5)]
0xde [(24, 0, 8), (14, 10, 0), (24, 16, 0), (30, 22, 0)]
0xdf [(8, 4, 2), (12, 8, 6), (18, 12, 10), (4, 8, 18)]
0xe0 [(10, 14, 24), (16, 20, 31), (0, 11, 14), (0, 16, 24)]
0xe1 [(0, 22, 31), (14, 10, 2), (20, 16, 6), (24, 22, 12)]
0xe2 [(18, 12, 0), (24, 18, 4), (30, 24, 8), (8, 0, 0)]
0xe3 [(16, 2, 4), (26, 4, 6), (18, 14, 2), (24, 20, 4)]
0xe4 [(30, 26, 6), (14, 14, 18), (18, 18, 22), (24, 24, 28)]
0xe5 [(8, 8, 12), (14, 14, 18), (20, 20, 24), (14, 0, 0)]
0xe6 [(24, 0, 0), (30, 0, 0), (0, 0, 16), (4, 4, 24)]
0xe7 [(8, 8, 30), (4, 2, 8), (8, 6, 14), (12, 10, 18)]
0xe8 [(6, 4, 2), (10, 6, 4), (14, 8, 4), (0, 0, 14)]
0xe9 [(4, 6, 24), (8, 10, 30), (0, 0, 13), (4, 4, 19)]
0xea [(10, 6, 25), (14, 0, 0), (20, 0, 0), (28, 0, 2)]
0xeb [(4, 10, 18), (6, 16, 24), (12, 22, 30), (14, 0, 0)]
0xec [(20, 2, 4), (26, 6, 8), (8, 0, 0), (12, 0, 0)]
0xed [(16, 0, 0), (2, 0, 18), (8, 4, 24), (14, 10, 30)]
0xee [(0, 11, 0), (4, 16, 0), (13, 23, 0), (14, 0, 0)]
0xef [(22, 0, 0), (28, 0, 0), (16, 0, 2), (22, 2, 4)]
0xf0 [(30, 4, 6), (8, 0, 0), (16, 0, 0), (23, 0, 0)]
0xf1 [(18, 12, 0), (24, 18, 4), (30, 24, 10), (18, 14, 0)]
0xf2 [(24, 20, 4), (30, 26, 8), (8, 12, 0), (16, 22, 0)]
0xf3 [(22, 31, 0), (16, 2, 0), (22, 4, 0), (30, 8, 0)]
0xf4 [(8, 0, 4), (16, 0, 8), (22, 0, 12), (2, 2, 2)]
0xf5 [(4, 5, 5), (8, 8, 8), (10, 0, 0), (16, 0, 0)]
0xf6 [(22, 0, 0), (0, 2, 14), (0, 6, 24), (0, 12, 30)]
0xf7 [(0, 0, 12), (4, 4, 18), (10, 10, 24), (18, 2, 4)]
0xf8 [(24, 8, 10), (30, 12, 14), (7, 3, 1), (11, 5, 3)]
0xf9 [(16, 9, 5), (12, 0, 2), (20, 2, 4), (26, 4, 6)]
0xfa [(7, 7, 10), (11, 11, 14), (14, 14, 18), (12, 0, 2)]
0xfb [(20, 2, 4), (28, 4, 6), (12, 2, 8), (20, 6, 15)]
0xfc [(27, 10, 22), (14, 14, 14), (18, 18, 18), (24, 24, 24)]
0xfd [(12, 0, 2), (18, 2, 4), (26, 4, 8), (2, 2, 4)]
0xfe [(6, 6, 8), (10, 10, 12), (8, 8, 10), (12, 12, 14)]
0xff [(16, 16, 18), (10, 10, 12), (18, 18, 20), (24, 24, 26)]

Palette component 1 (3 RGB values)
0x0 [(16, 16, 16), (22, 22, 22), (28, 28, 28)]
0x1 [(2, 2, 2), (5, 5, 5), (8, 8, 8)]
0x2 [(12, 0, 0), (18, 2, 2), (28, 4, 4)]
0x3 [(14, 12, 12), (18, 16, 16), (22, 20, 20)]
0x4 [(10, 0, 0), (16, 2, 4), (26, 4, 6)]
0x5 [(8, 0, 18), (14, 4, 24), (16, 8, 30)]
0x6 [(3, 3, 2), (6, 6, 5), (9, 9, 8)]
0x7 [(0, 12, 6), (0, 18, 10), (0, 24, 14)]
0x8 [(12, 2, 20), (20, 6, 30), (24, 12, 31)]
0x9 [(2, 2, 14), (6, 6, 24), (10, 10, 30)]
0xa [(4, 4, 4), (5, 5, 5), (8, 8, 8)]
0xb [(0, 0, 14), (4, 8, 22), (8, 12, 26)]
0xc [(0, 14, 0), (0, 22, 0), (0, 30, 0)]
0xd [(18, 0, 0), (24, 4, 0), (30, 8, 2)]
0xe [(14, 16, 0), (24, 24, 0), (30, 30, 0)]
0xf [(0, 0, 10), (0, 0, 12), (0, 0, 14)]
0x10 [(18, 12, 0), (24, 20, 4), (30, 28, 10)]
0x11 [(16, 2, 0), (22, 4, 0), (28, 10, 0)]
0x12 [(0, 14, 0), (0, 24, 0), (0, 30, 0)]
0x13 [(16, 16, 16), (24, 24, 24), (28, 28, 28)]
0x14 [(8, 4, 14), (12, 6, 24), (16, 10, 30)]
0x15 [(14, 2, 0), (24, 6, 0), (30, 12, 0)]
0x16 [(18, 6, 0), (24, 10, 0), (30, 16, 6)]
0x17 [(18, 4, 0), (24, 10, 0), (30, 14, 0)]
0x18 [(16, 12, 4), (20, 16, 8), (24, 22, 12)]
0x19 [(18, 14, 2), (24, 20, 6), (30, 26, 12)]
0x1a [(14, 0, 0), (22, 2, 2), (28, 6, 6)]
0x1b [(11, 2, 5), (16, 0, 3), (22, 4, 3)]
0x1c [(16, 6, 2), (22, 12, 4), (28, 24, 8)]
0x1d [(16, 2, 0), (22, 6, 0), (28, 12, 0)]
0x1e [(8, 0, 0), (16, 0, 0), (24, 0, 0)]
0x1f [(0, 12, 0), (0, 20, 0), (0, 28, 2)]
0x20 [(0, 0, 16), (4, 4, 22), (8, 8, 28)]
0x21 [(8, 4, 16), (14, 8, 22), (18, 12, 28)]
0x22 [(14, 18, 0), (20, 24, 0), (26, 30, 0)]
0x23 [(16, 12, 2), (24, 20, 4), (30, 26, 10)]
0x24 [(12, 9, 0), (20, 16, 6), (26, 24, 12)]
0x25 [(18, 4, 0), (24, 8, 4), (30, 12, 8)]
0x26 [(14, 0, 2), (20, 0, 4), (28, 0, 6)]
0x27 [(14, 0, 2), (20, 4, 6), (28, 8, 10)]
0x28 [(0, 14, 0), (0, 20, 4), (0, 26, 10)]
0x29 [(8, 4, 14), (12, 8, 20), (18, 14, 26)]
0x2a [(14, 0, 0), (20, 2, 6), (28, 6, 8)]
0x2b [(18, 14, 0), (24, 20, 4), (30, 26, 10)]
0x2c [(18, 14, 0), (24, 20, 0), (30, 26, 0)]
0x2d [(16, 12, 2), (22, 18, 4), (30, 26, 8)]
0x2e [(2, 3, 2), (5, 5, 5), (8, 8, 8)]
0x2f [(14, 12, 18), (20, 18, 24), (26, 24, 30)]
0x30 [(14, 0, 14), (24, 4, 24), (30, 10, 30)]
0x31 [(18, 8, 2), (24, 14, 4), (30, 20, 8)]
0x32 [(16, 12, 0), (24, 20, 0), (30, 26, 0)]
0x33 [(10, 0, 0), (16, 0, 0), (24, 2, 2)]
0x34 [(14, 14, 14), (22, 22, 22), (28, 28, 28)]
0x35 [(2, 2, 8), (4, 4, 16), (8, 8, 22)]
0x36 [(16, 12, 2), (22, 18, 4), (28, 24, 8)]
0x37 [(0, 10, 6), (0, 16, 9), (0, 24, 11)]
0x38 [(16, 0, 0), (22, 6, 0), (28, 12, 0)]
0x39 [(2, 2, 2), (6, 6, 6), (10, 10, 10)]
0x3a [(0, 0, 14), (4, 4, 22), (8, 8, 30)]
0x3b [(14, 10, 2), (18, 15, 6), (24, 22, 12)]
0x3c [(14, 10, 2), (18, 14, 6), (24, 22, 12)]
0x3d [(2, 4, 6), (6, 8, 10), (10, 12, 14)]
0x3e [(0, 12, 0), (2, 18, 4), (6, 26, 8)]
0x3f [(18, 14, 2), (24, 20, 6), (30, 26, 10)]
0x40 [(2, 2, 2), (6, 6, 6), (8, 8, 8)]
0x41 [(14, 10, 2), (20, 16, 6), (26, 22, 10)]
0x42 [(14, 14, 4), (24, 24, 8), (30, 30, 16)]
0x43 [(4, 3, 5), (5, 5, 5), (8, 8, 8)]
0x44 [(10, 0, 0), (16, 0, 0), (24, 4, 4)]
0x45 [(6, 2, 2), (9, 5, 5), (12, 8, 8)]
0x46 [(14, 14, 14), (24, 24, 24), (30, 30, 30)]
0x47 [(14, 14, 16), (20, 20, 22), (26, 26, 28)]
0x48 [(8, 8, 8), (12, 12, 12), (16, 16, 16)]
0x49 [(10, 0, 0), (16, 0, 0), (24, 0, 0)]
0x4a [(18, 12, 0), (24, 18, 4), (30, 24, 10)]
0x4b [(18, 12, 0), (24, 18, 4), (30, 24, 8)]
0x4c [(4, 8, 18), (10, 14, 24), (16, 20, 31)]
0x4d [(8, 0, 20), (14, 3, 26), (18, 6, 30)]
